A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,CLASSES
s,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u,comestivel
x,s,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,comestivel
b,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,comestivel
f,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g,comestivel
b,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,comestivel
b,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,comestivel
x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p,comestivel
f,f,g,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,y,u,comestivel
x,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,y,u,comestivel
b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,comestivel
x,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,comestivel
b,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,comestivel
x,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,comestivel
b,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,comestivel
x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,comestivel
x,f,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,comestivel
f,s,y,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,comestivel
x,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g,venenoso
x,f,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,comestivel
b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,comestivel
x,s,y,t,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,comestivel
b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,comestivel
x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,comestivel
x,f,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d,comestivel
b,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,comestivel
x,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,comestivel
f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,g,comestivel
x,f,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g,comestivel
x,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,comestivel
x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g,venenoso
x,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,comestivel
x,f,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,comestivel
b,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,comestivel
x,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u,venenoso
x,s,y,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,comestivel
x,y,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m,comestivel
x,f,w,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,comestivel
f,s,w,t,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,comestivel
x,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,comestivel
f,f,y,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d,comestivel
x,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,comestivel
b,y,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,comestivel
x,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,p,comestivel
b,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g,comestivel
x,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m,comestivel
x,y,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u,venenoso
b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,comestivel
b,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,comestivel
x,y,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u,venenoso
b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,comestivel
b,y,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,comestivel
b,y,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,comestivel
x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,comestivel
x,f,n,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d,comestivel
x,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,g,comestivel
b,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g,comestivel
x,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u,comestivel
x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g,comestivel
x,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,comestivel
b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g,comestivel
x,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,comestivel
f,f,y,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,comestivel
b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,comestivel
x,f,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,comestivel
x,f,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,comestivel
x,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,comestivel
f,s,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,comestivel
x,f,n,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,y,u,comestivel
f,s,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,comestivel
f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,p,comestivel
b,y,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,comestivel
b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,comestivel
x,y,y,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,p,comestivel
s,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u,comestivel
f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p,comestivel
x,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,u,venenoso
x,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p,comestivel
x,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g,comestivel
x,f,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,comestivel
x,f,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,comestivel
f,s,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,comestivel
f,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p,comestivel
x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,comestivel
f,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,comestivel
x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p,comestivel
x,f,y,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,comestivel
b,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,comestivel
x,f,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g,comestivel
x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,g,comestivel
f,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g,comestivel
x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,comestivel
s,f,n,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,y,u,comestivel
x,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,comestivel
b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g,comestivel
s,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u,comestivel
b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,comestivel
x,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g,comestivel
b,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,comestivel
x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u,venenoso
x,s,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,comestivel
x,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,comestivel
b,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,comestivel
x,f,n,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d,comestivel
x,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u,venenoso
x,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p,comestivel
x,s,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,comestivel
b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,comestivel
x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,comestivel
b,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m,comestivel
x,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,comestivel
b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,comestivel
x,f,g,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,comestivel
f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g,comestivel
x,f,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,comestivel
x,s,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,comestivel
x,y,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,comestivel
x,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u,comestivel
x,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u,venenoso
b,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g,comestivel
b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,comestivel
x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u,venenoso
b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,comestivel
x,s,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,comestivel
x,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,comestivel
b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,comestivel
x,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,comestivel
x,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,comestivel
x,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p,comestivel
x,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,comestivel
x,s,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g,comestivel
x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p,comestivel
x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g,comestivel
x,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,g,venenoso
b,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g,comestivel
x,f,w,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,comestivel
x,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,u,venenoso
x,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g,comestivel
f,f,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,comestivel
x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,comestivel
b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,comestivel
x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u,venenoso
f,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g,comestivel
x,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,comestivel
x,s,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,comestivel
f,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p,comestivel
b,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,comestivel
x,s,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,comestivel
f,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u,comestivel
x,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,comestivel
x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,g,comestivel
b,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,comestivel
b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,comestivel
f,s,w,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,comestivel
b,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,comestivel
x,f,y,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,comestivel
x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,comestivel
b,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,comestivel
x,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p,comestivel
x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,comestivel
x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,comestivel
x,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,p,comestivel
x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,comestivel
x,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,comestivel
x,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,g,comestivel
x,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,comestivel
f,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g,comestivel
b,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,comestivel
x,f,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d,comestivel
x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,comestivel
b,s,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,comestivel
b,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,comestivel
x,f,y,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,comestivel
b,s,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,comestivel
x,s,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g,comestivel
b,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g,comestivel
b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,comestivel
f,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p,comestivel
f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p,comestivel
x,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,comestivel
f,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,g,comestivel
b,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,comestivel
x,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,comestivel
x,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u,comestivel
f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,g,comestivel
x,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,comestivel
x,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,comestivel
b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,comestivel
f,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p,comestivel
x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,comestivel
x,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,comestivel
f,f,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,comestivel
s,f,g,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u,comestivel
f,s,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,comestivel
f,f,g,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u,comestivel
x,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,y,u,comestivel
b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g,comestivel
x,s,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,comestivel
b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,comestivel
b,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,comestivel
b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,comestivel
f,s,w,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,comestivel
f,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,y,u,comestivel
f,s,w,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,comestivel
f,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,g,comestivel
x,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,comestivel
s,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,y,u,comestivel
x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p,comestivel
x,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p,comestivel
f,f,y,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,comestivel
f,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g,venenoso
x,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,venenoso
f,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p,comestivel
x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g,comestivel
b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,comestivel
f,f,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g,comestivel
f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,g,comestivel
x,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g,comestivel
b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,comestivel
x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g,comestivel
b,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,comestivel
x,s,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,comestivel
b,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,comestivel
b,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g,comestivel
x,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g,venenoso
x,s,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g,comestivel
f,s,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g,comestivel
x,f,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,comestivel
f,f,g,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u,comestivel
f,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,y,u,comestivel
b,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g,comestivel
x,f,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,comestivel
s,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u,comestivel
x,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,comestivel
x,f,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g,comestivel
x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p,comestivel
b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g,comestivel
x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g,comestivel
x,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g,comestivel
x,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,comestivel
b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,comestivel
f,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p,comestivel
x,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,u,venenoso
f,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,y,u,comestivel
b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g,comestivel
f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p,comestivel
x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,comestivel
x,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u,comestivel
f,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p,comestivel
x,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p,comestivel
x,s,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,comestivel
x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,g,venenoso
f,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p,comestivel
f,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g,venenoso
x,f,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,comestivel
b,y,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,comestivel
s,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,comestivel
x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,comestivel
f,s,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,comestivel
x,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,comestivel
f,f,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,comestivel
x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,g,venenoso
x,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,g,comestivel
f,f,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,comestivel
x,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,comestivel
b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,comestivel
f,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u,comestivel
x,f,y,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,comestivel
x,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,comestivel
f,f,n,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,y,u,comestivel
x,f,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g,comestivel
x,y,y,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,p,comestivel
f,s,w,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,comestivel
x,s,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g,comestivel
f,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,p,comestivel
x,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u,venenoso
x,f,w,t,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d,comestivel
x,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,comestivel
x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,comestivel
b,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,comestivel
x,s,y,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d,comestivel
x,s,y,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,comestivel
x,f,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g,comestivel
b,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,comestivel
x,y,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,g,venenoso
